word,"number",length
SOPHOMORE,"0834",4
SOPHOMORES,"08340",5
SOPHOMORIC,"08347",5
SOPHRONIA,"0842",4
SOPHY,"08",2
SOPKO,"097",3
SOPP,"09",2
SOPPING,"09",2
SOPRANO,"0942",4
SOPRANO,"0942",4
SOPRANOS,"09420",5
SOPS,"090",3
SOQUIP,"079",3
SOR,"04",2
SORANNO,"042",3
SORBELLO,"0495",4
SORBER,"0494",4
SORBET,"049",3
SORBET,"0491",4
SORBO,"049",3
SORBONNE,"0492",4
SORBUS,"0490",4
SORCE,"040",3
SORCERER,"04044",5
SORCERERS,"040440",6
SORCERY,"0404",4
SORCHA,"047",3
SORCI,"046",3
SORDID,"0411",4
SORDONI,"0412",4
SORE,"04",2
SOREL,"045",3
SORELL,"045",3
SORELY,"045",3
SORENSEN,"04202",5
SORENSON,"04202",5
SORENTO,"0421",4
SORENTO&apos;S,"04210",5
SORES,"040",3
SOREY,"04",2
SORG,"047",3
SORGE,"046",3
SORGEN,"0472",4
SORGHUM,"0473",4
SORIA,"04",2
SORIANO,"042",3
SORICE,"040",3
SORIN,"042",3
SORKIN,"0472",4
SORKOW,"047",3
SORLIE,"045",3
SOROKA,"047",3
SORORITIES,"04410",5
SORORITY,"0441",4
SOROS,"040",3
SOROS&apos;S,"0400",4
SOROVSKI,"04807",5
SOROVSKI&apos;S,"048070",6
SORPASSO,"0490",4
SORREL,"045",3
SORRELL,"045",3
SORRELL&apos;S,"0450",4
SORRELLS,"0450",4
SORRELS,"0450",4
SORRENTI,"0421",4
SORROW,"04",2
SORROWFUL,"0485",4
SORROWS,"040",3
SORRY,"04",2
SORT,"041",3
SORTED,"0411",4
SORTER,"0414",4
SORTERS,"04140",5
SORTIE,"041",3
SORTIES,"0410",4
SORTING,"041",3
SORTINO,"0412",4
SORTOR,"0414",4
SORTS,"0410",4
SORUM,"043",3
SORUS,"040",3
SORVINO,"0482",4
SOS,"0",1
SOSA,"00",2
SOSEBEE,"009",3
SOSHI,"06",2
SOSIN,"002",3
SOSINSKI,"00207",5
SOSKIN,"0072",4
SOSNA,"002",3
SOSNOFF,"0028",4
SOSNOFF&apos;S,"00280",5
SOSNOWSKI,"002807",6
SOSS,"00",2
SOSSAMON,"0032",4
SOSUKE,"007",3
SOT,"01",2
SOTAK,"017",3
SOTELLO,"015",3
SOTELO,"015",3
SOTER,"014",3
SOTHEBY,"09",2
SOTHEBY&apos;S,"090",3
SOTO,"01",2
SOTOLONGO,"0157",4
SOTOMAYOR,"0134",4
SOTTI,"01",2
SOTTILE,"015",3
SOUCCAR,"074",3
SOUCEK,"007",3
SOUCIE,"00",2
SOUCY,"00",2
SOUDER,"014",3
SOUDERS,"0140",4
SOUERS,"040",3
SOUFFLE,"085",3
SOUGHT,"01",2
SOUK,"07",2
SOUKUP,"079",3
SOUL,"05",2
SOULE,"05",2
SOULES,"050",3
SOULFUL,"0585",4
SOULIER,"054",3
SOULJAH,"05",2
SOULLESS,"0550",4
SOULLIERE,"054",3
SOULS,"050",3
SOUND,"021",3
SOUND&apos;S,"0210",4
SOUNDBITE,"02191",5
SOUNDBITES,"021910",6
SOUNDED,"0211",4
SOUNDER,"0214",4
SOUNDEST,"02101",5
SOUNDING,"021",3
SOUNDINGS,"0210",4
SOUNDLY,"0215",4
SOUNDNESS,"02120",5
SOUNDS,"0210",4
SOUNDS,"020",3
SOUNDSCAN,"021072",6
SOUNDTRACK,"021147",6
SOUNDTRACK,"02147",5
SOUNDTRACKS,"0211470",7
SOUNDTRACKS,"021470",6
SOUNDVIEW,"0218",4
SOUP,"09",2
SOUP&apos;S,"090",3
SOUPED,"091",3
SOUPS,"090",3
SOUPY,"09",2
SOUR,"04",2
SOUR,"04",2
SOURBY,"049",3
SOURCE,"040",3
SOURCE&apos;S,"0400",4
SOURCEBOOK,"04097",5
SOURCES,"0400",4
SOURCES&apos;,"0400",4
SOURCING,"040",3
SOURED,"041",3
SOURING,"04",2
SOURIS,"040",3
SOURROUILLE,"04",2
SOURS,"040",3
SOURS,"040",3
SOUS,"00",2
SOUSA,"00",2
SOUSA&apos;S,"000",3
SOUSAPHONE,"0082",4
SOUSLEY,"005",3
SOUTAR,"014",3
SOUTER,"014",3
SOUTER,"014",3
SOUTH,"0",1
SOUTH&apos;S,"00",2
SOUTHALL,"05",2
SOUTHAM,"03",2
SOUTHAMPTON,"03912",5
SOUTHARD,"041",3
SOUTHBOUND,"0921",4
SOUTHDOWN,"012",3
SOUTHDOWN&apos;S,"0120",4
SOUTHEAST,"001",3
SOUTHEAST&apos;S,"0010",4
SOUTHEASTERN,"00142",5
SOUTHEASTERN&apos;S,"001420",6
SOUTHER,"04",2
SOUTHERLAND,"04521",5
SOUTHERLY,"045",3
SOUTHERN,"042",3
SOUTHERN&apos;S,"0420",4
SOUTHERNER,"0424",4
SOUTHERNERS,"04240",5
SOUTHERNMOST,"042301",6
SOUTHERNNET,"0421",4
SOUTHERNNET&apos;S,"04210",5
SOUTHERS,"040",3
SOUTHFIELD,"0851",4
SOUTHGATE,"071",3
SOUTHIN,"02",2
SOUTHLAND,"0521",4
SOUTHLAND&apos;S,"05210",5
SOUTHLIFE,"058",3
SOUTHMARK,"0347",4
SOUTHMARK&apos;S,"03470",5
SOUTHOLD,"051",3
SOUTHPORT,"0941",4
SOUTHS,"00",2
SOUTHSIDE,"001",3
SOUTHSTATE,"0011",4
SOUTHWALL,"05",2
SOUTHWARD,"041",3
SOUTHWAY,"0",1
SOUTHWELL,"05",2
SOUTHWEST,"001",3
SOUTHWEST&apos;S,"0010",4
SOUTHWESTERN,"00142",5
SOUTHWICK,"07",2
SOUTHWOOD,"01",2
SOUTHWORTH,"04",2
SOUTO,"01",2
SOUVENIR,"0824",4
SOUVENIRS,"08240",5
SOUVEROFF,"0848",4
SOUZA,"00",2
SOUZAS,"000",3
SOVA,"08",2
SOVEREIGN,"0842",4
SOVEREIGNS,"08420",5
SOVEREIGNTY,"08421",5
SOVETSKAYA,"08107",5
SOVEXPORTFILM,"0870941853",10
SOVEY,"08",2
SOVIET,"081",3
SOVIET,"081",3
SOVIET&apos;S,"0810",4
SOVIET-UNION,"08122",5
SOVIETOLOGIST,"0815601",7
SOVIETOLOGISTS,"08156010",8
SOVIETS,"0810",4
SOVIETS&apos;,"0810",4
SOVINE,"082",3
SOVRAN,"0842",4
SOVRAN&apos;S,"08420",5
SOVRANS,"08420",5
SOVYETSKY,"08107",5
SOW,"0",1
SOW,"0",1
SOWA,"0",1
SOWARD,"041",3
SOWARDS,"0410",4
SOWASH,"06",2
SOWATA,"01",2
SOWATA&apos;S,"010",3
SOWDEN,"012",3
SOWDER,"014",3
SOWDERS,"0140",4
SOWED,"01",2
SOWED,"01",2
SOWELL,"05",2
SOWER,"04",2
SOWERS,"040",3
SOWETO,"01",2
SOWING,"0",1
SOWINSKI,"0207",4
SOWLE,"05",2
SOWLES,"050",3
SOWN,"02",2
SOWS,"00",2
SOX,"070",3
SOX&apos;S,"0700",4
SOY,"0",1
SOYA,"0",1
SOYARS,"040",3
SOYBEAN,"092",3
SOYBEANS,"0920",4
SOYKA,"07",2
SOYSAUCE,"000",3
SOYUZ,"00",2
SOYUZ,"00",2
SOYUZ&apos;S,"000",3
SOYUZ&apos;S,"000",3
SOZA,"00",2
SOZIO,"00",2
SPA,"09",2
SPACE,"090",3
SPACE-TIME,"09013",5
SPACEBALL,"09095",5
SPACEBALLS,"090950",6
SPACEBAND,"090921",6
SPACEBANDS,"0909210",7
SPACECRAFT,"0907481",7
SPACECRAFT&apos;S,"09074810",8
SPACED,"0901",4
SPACEHAB,"0909",4
SPACEK,"0967",4
SPACEK,"0907",4
SPACELINK,"09057",5
SPACENET,"09021",5
SPACEPORT,"090941",6
SPACEPORTS,"0909410",7
SPACER,"0904",4
SPACERS,"09040",5
SPACES,"0900",4
SPACES,"0900",4
SPACESHIP,"09069",5
SPACESHIPS,"090690",6
SPACESUIT,"0901",4
SPACESUITS,"09010",5
SPACEWALK,"0907",4
SPACEWALKING,"0907",4
SPACEWALKS,"09070",5
SPACEY,"090",3
SPACIAL,"0965",4
SPACING,"090",3
SPACIOUS,"0960",4
SPACK,"097",3
SPACKLE,"0975",4
SPACKMAN,"09732",5
SPADA,"091",3
SPADACCINI,"09162",5
SPADAFORA,"09184",5
SPADAFORE,"09184",5
SPADARO,"0914",4
SPADE,"091",3
SPADER,"0914",4
SPADES,"0910",4
SPADEWORK,"09147",5
SPADONI,"0912",4
SPADY,"091",3
SPAETH,"09",2
SPAFFORD,"09841",5
SPAGHETTI,"0971",4
SPAGNA,"0972",4
SPAGNOLA,"09725",5
SPAGNOLI,"09725",5
SPAGNOLO,"09725",5
SPAGNUOLO,"09725",5
SPAGO,"097",3
SPAHN,"092",3
SPAHR,"094",3
SPAID,"091",3
SPAIN,"092",3
SPAIN&apos;S,"0920",4
SPAINHOUR,"0924",4
SPAINHOWER,"0924",4
SPAK,"097",3
SPAKE,"097",3
SPALDING,"0951",4
SPALINK,"0957",4
SPALINK,"0957",4
SPALL,"095",3
SPALLA,"095",3
SPALLONE,"0952",4
SPALVINS,"095820",6
SPAM,"093",3
SPAMPINATO,"093921",6
SPAN,"092",3
SPAN&apos;S,"0920",4
SPANBAUER,"09294",5
SPANDEX,"092170",6
SPANG,"09",2
SPANGENBERG,"092947",6
SPANGLE,"0975",4
SPANGLED,"09751",5
SPANGLER,"09754",5
SPANGLER,"09754",5
SPANIARD,"09241",5
SPANIARDS,"092410",6
SPANIEL,"0925",4
SPANIER,"0924",4
SPANIOL,"0925",4
SPANISH,"0926",4
SPANK,"097",3
SPANKED,"0971",4
SPANKING,"097",3
SPANKY,"0927",4
SPANN,"092",3
SPANNED,"0921",4
SPANNER,"0924",4
SPANNING,"092",3
SPANNINGER,"0924",4
SPANO,"092",3
SPANOS,"0920",4
SPANS,"0920",4
SPANTON,"09212",5
SPAR,"094",3
SPARACINO,"09462",5
SPARACIO,"0940",4
SPARACO,"0947",4
SPARANO,"0942",4
SPARC,"0947",4
SPARE,"094",3
SPARED,"0941",4
SPARES,"0940",4
SPARGER,"09464",5
SPARGO,"0947",4
SPARGUR,"09474",5
SPARING,"094",3
SPARINGLY,"0945",4
SPARK,"0947",4
SPARKED,"09471",5
SPARKES,"09470",5
SPARKING,"0947",4
SPARKLE,"09475",5
SPARKLED,"094751",6
SPARKLES,"094750",6
SPARKLING,"09475",5
SPARKLING,"09475",5
SPARKLY,"09475",5
SPARKMAN,"094732",6
SPARKS,"09470",5
SPARKY,"0947",4
SPARLIN,"09452",5
SPARLING,"0945",4
SPARR,"094",3
SPARRED,"0941",4
SPARRING,"094",3
SPARROW,"094",3
SPARROWS,"0940",4
SPARSE,"0940",4
SPARSELY,"09405",5
SPARTA,"0941",4
SPARTACUS,"094170",6
SPARTAN,"09412",5
SPARTANBURG,"09412947",8
SPARTANS,"094120",6
SPARTECH,"09417",5
SPARTZ,"09410",5
SPAS,"090",3
SPASM,"0903",4
SPASMODIC,"090317",6
SPASMODICALLY,"0903175",7
SPASMS,"09030",5
SPASSO,"090",3
SPASTIC,"09017",5
SPAT,"091",3
SPATAFORA,"09184",5
SPATAFORE,"09184",5
SPATARO,"0914",4
SPATE,"091",3
SPATES,"0910",4
SPATH,"09",2
SPATIAL,"0965",4
SPATOLA,"0915",4
SPATS,"0910",4
SPATTER,"0914",4
SPATTERED,"09141",5
SPATTERING,"0914",4
SPATTERS,"09140",5
SPATULA,"0965",4
SPATULAS,"09650",5
SPATZ,"0910",4
SPAUGH,"09",2
SPAULDING,"0951",4
SPAUR,"094",3
SPAVO,"098",3
SPAW,"09",2
SPAWN,"092",3
SPAWN,"092",3
SPAWNED,"0921",4
SPAWNING,"092",3
SPAWNING,"092",3
SPAWNS,"0920",4
SPAWNS,"0920",4
SPAY,"09",2
SPAYD,"091",3
SPAYDE,"091",3
SPAYED,"091",3
SPAZ,"090",3
SPAZES,"0900",4
SPAZIANI,"0902",4
SPEAGLE,"0975",4
SPEAK,"097",3
SPEAK-EASY,"0970",4
SPEAKE,"097",3
SPEAKER,"0974",4
SPEAKER&apos;S,"09740",5
SPEAKERS,"09740",5
SPEAKERSHIP,"097469",6
SPEAKES,"0970",4
SPEAKES&apos;S,"09700",5
SPEAKING,"097",3
SPEAKMAN,"09732",5
SPEAKS,"0970",4
SPEAR,"094",3
SPEARE,"094",3
SPEARHEAD,"0941",4
SPEARHEADED,"09411",5
SPEARHEADING,"0941",4
SPEARING,"094",3
SPEARMAN,"09432",5
SPEARS,"0940",4
SPEAS,"090",3
SPEASE,"090",3
SPEC,"097",3
SPECHT,"0971",4
SPECIAL,"0965",4
SPECIAL&apos;S,"09650",5
SPECIALE,"0965",4
SPECIALIST,"096501",6
SPECIALISTS,"0965010",7
SPECIALISTS&apos;,"0965010",7
SPECIALITIES,"096510",6
SPECIALITY,"09651",5
SPECIALIZATION,"0965062",7
SPECIALIZE,"09650",5
SPECIALIZED,"096501",6
SPECIALIZES,"096500",6
SPECIALIZING,"09650",5
SPECIALLY,"0965",4
SPECIALLY,"0965",4
SPECIALS,"09650",5
SPECIALTIES,"096510",6
SPECIALTY,"09651",5
SPECIALTY,"09651",5
SPECIES,"0960",4
SPECIES&apos;,"0960",4
SPECIFIC,"09087",5
SPECIFIC,"09087",5
SPECIFICALLY,"090875",6
SPECIFICATION,"0908762",7
SPECIFICATIONS,"09087620",8
SPECIFICITY,"090801",6
SPECIFICS,"090870",6
SPECIFIED,"09081",5
SPECIFIES,"09080",5
SPECIFY,"0908",4
SPECIFYING,"0908",4
SPECIMEN,"09032",5
SPECIMENS,"090320",6
SPECIOUS,"0960",4
SPECK,"097",3
SPECKER,"0974",4
SPECKLE,"0975",4
SPECKLED,"09751",5
SPECKMAN,"09732",5
SPECKS,"0970",4
SPECS,"0970",4
SPECTACLE,"097175",6
SPECTACLES,"0971750",7
SPECTACULAR,"0971754",7
SPECTACULARLY,"09717545",8
SPECTATOR,"097114",6
SPECTATORS,"0971140",7
SPECTER,"09714",5
SPECTER&apos;S,"097140",6
SPECTHRIE,"0974",4
SPECTOR,"09714",5
SPECTRA,"09714",5
SPECTRA&apos;S,"097140",6
SPECTRADYNE,"0971412",7
SPECTRAL,"097145",6
SPECTRAMED,"0971431",7
SPECTRAMED,"0971431",7
SPECTRAN,"097142",6
SPECTRAVISION,"09714862",8
SPECTRE,"09714",5
SPECTROGRAPH,"09714748",8
SPECTROMETER,"09714314",8
SPECTROMETRY,"09714314",8
SPECTROSCOPY,"09714079",8
SPECTRUM,"097143",6
SPECTRUM&apos;S,"0971430",7
SPECTRUMS,"0971430",7
SPECULATE,"09751",5
SPECULATED,"097511",6
SPECULATED,"097511",6
SPECULATES,"097510",6
SPECULATING,"09751",5
SPECULATION,"097562",6
SPECULATIONS,"0975620",7
SPECULATIVE,"097518",6
SPECULATOR,"097514",6
SPECULATORS,"0975140",7
SPECULATORS&apos;,"0975410",7
SPED,"091",3
SPEECE,"090",3
SPEECH,"096",3
SPEECHES,"0960",4
SPEECHES,"0960",4
SPEECHIFY,"0968",4
SPEECHIFYING,"0968",4
SPEECHLESS,"09650",5
SPEECHWRITER,"096414",6
SPEECHWRITERS,"0964140",7
SPEED,"091",3
SPEEDBOAT,"09191",5
SPEEDBOATS,"091910",6
SPEEDED,"0911",4
SPEEDER,"0914",4
SPEEDERS,"09140",5
SPEEDIER,"0914",4
SPEEDILY,"0915",4
SPEEDING,"091",3
SPEEDOMETER,"091314",6
SPEEDRING,"0914",4
SPEEDS,"0910",4
SPEEDSKATE,"091071",6
SPEEDSKATING,"091071",6
SPEEDUP,"0919",4
SPEEDWAY,"091",3
SPEEDY,"091",3
SPEEGLE,"0975",4
SPEELMAN,"09532",5
SPEER,"094",3
SPEES,"090",3
SPEGAL,"0975",4
SPEHAR,"094",3
SPEICH,"097",3
SPEICHER,"0974",4
SPEIDEL,"0915",4
SPEIER,"094",3
SPEIGHT,"091",3
SPEIGHTS,"0910",4
SPEIGNER,"09724",5
SPEIR,"094",3
SPEIRS,"0940",4
SPEISER,"0904",4
SPEKTR,"09714",5
SPEKTR&apos;S,"097140",6
SPELL,"095",3
SPELLACY,"0950",4
SPELLBINDING,"095921",6
SPELLBOUND,"095921",6
SPELLED,"0951",4
SPELLER,"0954",4
SPELLERS,"09540",5
SPELLING,"095",3
SPELLING&apos;S,"0950",4
SPELLINGS,"0950",4
SPELLMAN,"09532",5
SPELLMAN&apos;S,"095320",6
SPELLMEYER,"09534",5
SPELLMEYER&apos;S,"095340",6
SPELLS,"0950",4
SPELMAN,"09532",5
SPELTZ,"09510",5
SPELUNK,"0957",4
SPELUNKED,"09571",5
SPELUNKER,"09574",5
SPELUNKERS,"095740",6
SPELUNKING,"0957",4
SPELUNKS,"09570",5
SPENCE,"0920",4
SPENCER,"09204",5
SPENCER&apos;S,"092040",6
SPENCERS,"092040",6
SPEND,"0921",4
SPENDABLE,"092195",6
SPENDER,"09214",5
SPENDERS,"092140",6
SPENDING,"0921",4
SPENDLEY,"09215",5
SPENDLOVE,"092158",6
SPENDS,"09210",5
SPENDS,"0920",4
SPENDTHRIFT,"0921481",7
SPENGLER,"0954",4
SPENGLER,"0954",4
SPENNER,"0924",4
SPENO,"092",3
SPENS,"0920",4
SPENSER,"09204",5
SPENSER&apos;S,"092040",6
SPENSERS,"092040",6
SPENT,"0921",4
SPERA,"094",3
SPERANZA,"09420",5
SPERBECK,"09497",5
SPERBER,"09494",5
SPERDUTO,"09411",5
SPERL,"0945",4
SPERLE,"0945",4
SPERLICH,"09457",5
SPERLING,"0945",4
SPERM,"0943",4
SPERMS,"09430",5
SPERO,"094",3
SPEROS,"0940",4
SPERRAZZA,"09410",5
SPERRFRIST,"0948401",7
SPERRY,"094",3
SPESSARD,"09041",5
SPETH,"09",2
SPETHMANN,"0932",4
SPETSNAZ,"091020",6
SPEVAK,"0987",4
SPEW,"09",2
SPEWED,"091",3
SPEWING,"09",2
SPEWS,"090",3
SPEY,"09",2
SPEYER,"094",3
SPEZIALE,"0905",4
SPEZZANO,"09102",5
SPHAR,"084",3
SPHERE,"084",3
SPHERES,"0840",4
SPHERICAL,"08475",5
SPHEROID,"0841",4
SPHINX,"0870",4
SPIC,"097",3
SPICE,"090",3
SPICED,"0901",4
SPICELAND,"090521",6
SPICER,"0904",4
SPICES,"0900",4
SPICES,"0900",4
SPICEY,"090",3
SPICHER,"0964",4
SPICING,"090",3
SPICKARD,"09741",5
SPICKLER,"09754",5
SPICUZZA,"09710",5
SPICY,"090",3
SPIDEL,"0915",4
SPIDELL,"0915",4
SPIDER,"0914",4
SPIDER-MAN,"091432",6
SPIDERMAN,"091432",6
SPIDERS,"09140",5
SPIDLE,"0915",4
SPIE,"09",2
SPIED,"091",3
SPIEGEL,"0975",4
SPIEGELBERG,"0975947",7
SPIEGELMAN,"097532",6
SPIEGLER,"09754",5
SPIEKER,"0974",4
SPIEL,"095",3
SPIELBERG,"095947",6
SPIELBERG&apos;S,"0959470",7
SPIELBERGER,"0959474",7
SPIELER,"0954",4
SPIELMAN,"09532",5
SPIELMANN,"09532",5
SPIELVOGEL,"095875",6
SPIER,"094",3
SPIERING,"094",3
SPIERS,"0940",4
SPIES,"090",3
SPIESS,"090",3
SPIETH,"09",2
SPIEWAK,"097",3
SPIFFING,"098",3
SPIFFY,"098",3
SPIGHT,"091",3
SPIGNER,"09724",5
SPIGOT,"0971",4
SPIGOTS,"09710",5
SPIKE,"097",3
SPIKED,"0971",4
SPIKER,"0974",4
SPIKES,"0970",4
SPIKING,"097",3
SPIKY,"097",3
SPILDE,"0951",4
SPILKER,"09574",5
SPILL,"095",3
SPILL&apos;S,"0950",4
SPILLAGE,"0956",4
SPILLANE,"0952",4
SPILLED,"0951",4
SPILLER,"0954",4
SPILLERS,"09540",5
SPILLING,"095",3
SPILLMAN,"09532",5
SPILLOVER,"09584",5
SPILLS,"0950",4
SPILLWAY,"095",3
SPILMAN,"09532",5
SPILOTRO,"09514",5
SPILT,"0951",4
SPIN,"092",3
SPINA,"092",3
SPINACH,"0926",4
SPINAL,"0925",4
SPINALE,"0925",4
SPINDEL,"09215",5
SPINDLE,"09215",5
SPINDLER,"092154",6
SPINDLER,"092154",6
SPINE,"092",3
SPINELESS,"09250",5
SPINELLA,"0925",4
SPINELLI,"0925",4
SPINELLO,"0925",4
SPINES,"0920",4
SPINFIZZ,"09280",5
SPINIFEX,"092870",6
SPINK,"097",3
SPINKS,"0970",4
SPINKS&apos;S,"09700",5
SPINNER,"0924",4
SPINNER&apos;S,"09240",5
SPINNERS,"09240",5
SPINNEY,"092",3
SPINNING,"092",3
SPINO,"092",3
SPINOFF,"0928",4
SPINOFFS,"09280",5
SPINOLA,"0925",4
SPINOSA,"0920",4
SPINOZA,"0920",4
SPINS,"0920",4
SPINSTER,"092014",6
SPINY,"092",3
SPIRA,"094",3
SPIRAL,"0945",4
SPIRALED,"09451",5
SPIRALING,"0945",4
SPIRALLING,"0945",4
SPIRALS,"09450",5
SPIRE,"094",3
SPIRES,"0940",4
SPIRIT,"0941",4
SPIRIT,"0941",4
SPIRIT&apos;S,"09410",5
SPIRITED,"09411",5
SPIRITEDNESS,"0941120",7
SPIRITO,"0941",4
SPIRITS,"09410",5
SPIRITUAL,"09465",5
SPIRITUALISM,"0946503",7
SPIRITUALIST,"0946501",7
SPIRITUALISTS,"09465010",8
SPIRITUALITY,"094651",6
SPIRITUALLY,"09465",5
SPIRITUALS,"094650",6
SPIRO,"094",3
SPIRO&apos;S,"0940",4
SPIROS,"0940",4
SPISAK,"0907",4
SPIT,"091",3
SPITALE,"0915",4
SPITBALL,"09195",5
SPITBALL&apos;S,"091950",6
SPITE,"091",3
SPITEFUL,"09185",5
SPITERI,"0914",4
SPITLER,"09154",5
SPITS,"0910",4
SPITTING,"091",3
SPITTLE,"0915",4
SPITTLER,"09154",5
SPITZ,"0910",4
SPITZER,"09104",5
SPITZLEY,"09105",5
SPITZNAGEL,"0910275",7
SPIVA,"098",3
SPIVACK,"0987",4
SPIVAK,"0987",4
SPIVEY,"098",3
SPIWAK,"0987",4
SPIZZIRRI,"09104",5
SPLAIN,"0952",4
SPLAINE,"0952",4
SPLASH,"0956",4
SPLASHED,"09561",5
SPLASHES,"09560",5
SPLASHING,"0956",4
SPLASHY,"0956",4
SPLAT,"0951",4
SPLATTER,"09514",5
SPLATTERED,"095141",6
SPLATTERING,"09514",5
SPLATTERS,"095140",6
SPLAWN,"0952",4
SPLEEN,"0952",4
SPLEISSON,"0902",4
SPLENDID,"095211",6
SPLENDIDLY,"0952115",7
SPLENDOR,"095214",6
SPLENIC,"09527",5
SPLENIC,"09527",5
SPLICE,"0950",4
SPLICED,"09501",5
SPLICES,"09500",5
SPLICHAL,"09565",5
SPLICING,"0950",4
SPLINT,"09521",5
SPLINTER,"095214",6
SPLINTERED,"0952141",7
SPLINTERING,"095214",6
SPLINTERS,"0952140",7
SPLINTERY,"095214",6
SPLINTS,"095210",6
SPLIT,"0951",4
SPLITS,"09510",5
SPLITT,"0951",4
SPLITTER,"09514",5
SPLITTING,"0951",4
SPLURGE,"09546",5
SPLURGED,"095461",6
SPLURGES,"095460",6
SPLURGING,"09546",5
SPOARER,"0944",4
SPOCK,"097",3
SPODEN,"0912",4
SPOELSTRA,"095014",6
SPOERL,"0945",4
SPOFFORD,"09841",5
SPOGLI,"0975",4
SPOHN,"092",3
SPOHR,"094",3
SPOIL,"095",3
SPOILAGE,"0956",4
SPOILAGE,"0956",4
SPOILED,"0951",4
SPOILER,"0954",4
SPOILERS,"09540",5
SPOILING,"095",3
SPOILS,"0950",4
SPOKANE,"0972",4
SPOKANE,"0972",4
SPOKE,"097",3
SPOKEN,"0972",4
SPOKENLY,"09725",5
SPOKES,"0970",4
SPOKESMAN,"097032",6
SPOKESMEN,"097032",6
SPOKESPEOPLE,"0970995",7
SPOKESPERSON,"09709402",8
SPOKESPERSONS,"097094020",9
SPOKESWOMAN,"097032",6
SPOKESWOMEN,"097032",6
SPOLETO,"0951",4
SPOLETTO,"0951",4
SPOLETTO&apos;S,"09510",5
SPOMER,"0934",4
SPONAUGLE,"09275",5
SPONG,"09",2
SPONGE,"0926",4
SPONGED,"09261",5
SPONGEFORM,"0926843",7
SPONGES,"09260",5
SPONGIFORM,"0926843",7
SPONGY,"0926",4
SPONSEL,"09205",5
SPONSELLER,"092054",6
SPONSLER,"092054",6
SPONSLER,"092054",6
SPONSOR,"09204",5
SPONSOR&apos;S,"092040",6
SPONSORED,"092041",6
SPONSORING,"09204",5
SPONSORS,"092040",6
SPONSORSHIP,"0920469",7
SPONSORSHIPS,"09204690",8
SPONTANEITY,"092121",6
SPONTANEOUS,"092120",6
SPONTANEOUSLY,"0921205",7
SPOOF,"098",3
SPOOFED,"0981",4
SPOOFING,"098",3
SPOOFS,"0980",4
SPOOK,"097",3
SPOOKED,"0971",4
SPOOKS,"0970",4
SPOOKY,"097",3
SPOOL,"095",3
SPOON,"092",3
SPOONEMORE,"09234",5
SPOONER,"0924",4
SPOONFUL,"09285",5
SPOONFULS,"092850",6
SPOONS,"0920",4
SPOOR,"094",3
SPOOR&apos;S,"0940",4
SPORADIC,"09417",5
SPORADICALLY,"094175",6
SPORCK,"0947",4
SPORE,"094",3
SPORER,"0944",4
SPORES,"0940",4
SPORKIN,"09472",5
SPORKIN&apos;S,"094720",6
SPORLEDER,"094514",6
SPORN,"0942",4
SPOROPHYTE,"09481",5
SPOROPHYTES,"094810",6
SPORRER,"0944",4
SPORT,"0941",4
SPORT&apos;S,"09410",5
SPORTED,"09411",5
SPORTIER,"09414",5
SPORTING,"0941",4
SPORTINGLY,"09415",5
SPORTS,"09410",5
SPORTS&apos;,"09410",5
SPORTSBAR,"0941094",7
SPORTSCASTER,"094107014",9
SPORTSCASTERS,"0941070140",10
SPORTSCHANNEL,"09410625",8
SPORTSCLUB,"09410759",8
SPORTSMAN,"0941032",7
SPORTSMANSHIP,"094103269",9
SPORTSMEN,"0941032",7
SPORTSTER,"0941014",7
SPORTSWEAR,"094104",6
SPORTSWRITER,"09410414",8
SPORTSWRITERS,"094104140",9
SPORTY,"0941",4
SPOSATO,"0901",4
SPOSITO,"0901",4
SPOT,"091",3
SPOTLESS,"09150",5
SPOTLIGHT,"09151",5
SPOTLIGHTED,"091511",6
SPOTLIGHTING,"09151",5
SPOTLIGHTS,"091510",6
SPOTO,"091",3
SPOTS,"0910",4
SPOTTED,"0911",4
SPOTTED,"0911",4
SPOTTER,"0914",4
SPOTTERS,"09140",5
SPOTTING,"091",3
SPOTTS,"0910",4
SPOTTY,"091",3
SPOUSAL,"0905",4
SPOUSE,"090",3
SPOUSE&apos;S,"0900",4
SPOUSES,"0900",4
SPOUSES,"0900",4
SPOUT,"091",3
SPOUTED,"0911",4
SPOUTING,"091",3
SPOUTS,"0910",4
SPRACKLEN,"094752",6
SPRADLEY,"09415",5
SPRADLIN,"094152",6
SPRADLING,"09415",5
SPRAGG,"0947",4
SPRAGGINS,"094720",6
SPRAGUE,"0947",4
SPRAGUE&apos;S,"09470",5
SPRAIN,"0942",4
SPRAINED,"09421",5
SPRAINING,"0942",4
SPRAINS,"09420",5
SPRAKER,"09474",5
SPRANG,"094",3
SPRANGER,"0944",4
SPRANKLE,"09475",5
SPRATLEY,"09415",5
SPRATLIN,"094152",6
SPRATLING,"09415",5
SPRATT,"0941",4
SPRAWL,"0945",4
SPRAWLED,"09451",5
SPRAWLING,"0945",4
SPRAWLS,"09450",5
SPRAY,"094",3
SPRAYBERRY,"09494",5
SPRAYED,"0941",4
SPRAYER,"0944",4
SPRAYERS,"09440",5
SPRAYING,"094",3
SPRAYS,"0940",4
SPREAD,"0941",4
SPREADER,"09414",5
SPREADING,"0941",4
SPREADS,"09410",5
